,date,id,text,like,n_rt,author,location,retweeted,user_mentions,hastags
51,2023-02-12 21:49:58+00:00,1624888570925260800,620esima su 1632608 squadre mi sembra un ottimo risultato. #fantasanremo2023 https://t.co/Y9R4Lm8doy,1,0,MissLemon79,St. Mary Mead,False,[],"[{""text"": ""fantasanremo2023"", ""indices"": [59, 76]}]"
52,2023-02-12 21:49:40+00:00,1624888495020834818,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,liberamente1010,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
53,2023-02-12 21:49:36+00:00,1624888475194458113,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,a_iamangela,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
54,2023-02-12 21:49:23+00:00,1624888423877079040,"@RosaChemical vince il ""Premio Epicità"" al #fantasanremo2023 strameritato hai fatto gioire e emozionare tutti, viva l'amore universale e viva la libertà 💜 grazie mille Rosa 🌹
#Sanremo2023",0,0,Fraboccia76,"Salerno, Campania",False,"[{""screen_name"": ""RosaChemical"", ""name"": ""rosa"", ""id"": 1342253203077926920, ""id_str"": ""1342253203077926920"", ""indices"": [0, 13]}]","[{""text"": ""fantasanremo2023"", ""indices"": [43, 60]}]"
55,2023-02-12 21:49:09+00:00,1624888365492367361,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,BernasconiCosty,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
56,2023-02-12 21:49:07+00:00,1624888356357263361,"1029esimo nella classifica mondiale del Fantasanremo.
Come prima volta non è andata malissimo 😂😂😂😂
E nelle altre leghe mi sono difeso bene 😂😂😂
#fantasanremo2023",3,0,Torrance_Jack_,"Campobasso, Molise",False,[],[]
57,2023-02-12 21:48:56+00:00,1624888309863292928,"RT @SanremoESC: Marco Mengoni vince il Fantasanremo 2023✨

Al secondo posto Sethu e al terzo Rosa Chemical

#Sanremo2023 #fantasanremo",0,12,Annalis75327421,,False,"[{""screen_name"": ""SanremoESC"", ""name"": ""Festival di Sanremo\ud83d\udc90ESC"", ""id"": 1339687857615757314, ""id_str"": ""1339687857615757314"", ""indices"": [3, 14]}]","[{""text"": ""Sanremo2023"", ""indices"": [108, 120]}, {""text"": ""fantasanremo"", ""indices"": [121, 134]}]"
58,2023-02-12 21:48:45+00:00,1624888261414989838,RT @FantaSanremo: La Classifica Artisti del #fantasanremo2023. Correte su https://t.co/visf3HpZXa per controllare i punteggi delle vostre s…,0,73,DenverCartoons,"Bologna, Emilia Romagna",False,"[{""screen_name"": ""FantaSanremo"", ""name"": ""FantaSanremo"", ""id"": 1347571972016902144, ""id_str"": ""1347571972016902144"", ""indices"": [3, 16]}]","[{""text"": ""fantasanremo2023"", ""indices"": [44, 61]}]"
59,2023-02-12 21:48:36+00:00,1624888224249180161,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,flazia24,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
60,2023-02-12 21:48:07+00:00,1624888101561675779,"E che fai, non te lo vinci pure il Fantasanremo? 🥳
“O capitano, mio capitano…”
#Sanremo2023 #fantasanremo2023 https://t.co/CnDVNivfd0",1,0,tamargott,Messina,False,[],"[{""text"": ""Sanremo2023"", ""indices"": [79, 91]}, {""text"": ""fantasanremo2023"", ""indices"": [92, 109]}]"
61,2023-02-12 21:47:59+00:00,1624888070997741570,"Prima partecipazione al fantasanremo, si finisce alla posizione 819 e seconda nella lega di famiglia. 🥰 #fantasanremo https://t.co/ZcRsiJTxj4",0,0,xsempre_fdt,,False,[],[]
62,2023-02-12 21:47:40+00:00,1624887991893168129,RT @elisa_nelva: C’è solo un RE 👑❤️ #MengoniSanremo2023 #Sanremo2023 #fantasanremo https://t.co/KsdmyOYY1Y,0,1,mely_iovino,Napoli,False,"[{""screen_name"": ""elisa_nelva"", ""name"": ""Elisa \ud83c\udfb6\u2600\ufe0f MM il mio sorriso / -150\ud83c\udfdf/ DUE VITE\u2764\ufe0f"", ""id"": 1094630862333841408, ""id_str"": ""1094630862333841408"", ""indices"": [3, 15]}]","[{""text"": ""MengoniSanremo2023"", ""indices"": [36, 55]}, {""text"": ""Sanremo2023"", ""indices"": [56, 68]}, {""text"": ""fantasanremo"", ""indices"": [69, 82]}]"
63,2023-02-12 21:47:32+00:00,1624887956317040646,RT @zvccherofilato: marco ha letteralmente detto: torno a sanremo dopo 10 anni e VINCO TUTTO #dietrofestival #fantasanremo https://t.co/P8g…,0,17,nonmoltochiara,"Chieti, Abruzzo, Italy",False,"[{""screen_name"": ""zvccherofilato"", ""name"": ""marta\u2600\ufe0f | mengini\ud83d\udc90\ud83c\udf67"", ""id"": 1237724367045394437, ""id_str"": ""1237724367045394437"", ""indices"": [3, 18]}]","[{""text"": ""dietrofestival"", ""indices"": [93, 108]}, {""text"": ""fantasanremo"", ""indices"": [109, 122]}]"
64,2023-02-12 21:47:24+00:00,1624887923395919873,RT @Cinguetterai: Lazza: “Io voglio arrivare primo a #Sanremo2023 e ultimo a #FantaSanremo” https://t.co/u2OYRKjeBD,0,12,flazia24,,False,"[{""screen_name"": ""Cinguetterai"", ""name"": ""Cinguetterai \uea00"", ""id"": 3024638457, ""id_str"": ""3024638457"", ""indices"": [3, 16]}]","[{""text"": ""Sanremo2023"", ""indices"": [53, 65]}, {""text"": ""FantaSanremo"", ""indices"": [77, 90]}]"
65,2023-02-12 21:47:02+00:00,1624887831347748870,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,nonmichiamosof,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
66,2023-02-12 21:46:57+00:00,1624887811613523969,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,robertina19899,Milano,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
67,2023-02-12 21:46:44+00:00,1624887756328517636,RT @mengonianalytic: Marco Mengoni oltre ad aver vinto il Festival di Sanremo è anche l’artista che ha fatto guadagnare più punti al FantaS…,0,13,Annalis75327421,,False,"[{""screen_name"": ""mengonianalytic"", ""name"": ""Mengoni Updates"", ""id"": 1545439647450513409, ""id_str"": ""1545439647450513409"", ""indices"": [3, 19]}]",[]
68,2023-02-12 21:46:34+00:00,1624887714590998529,"Ho scelto bene il mio capitano per ogni lega 😎
#fantasanremo 
#Sanremo2023 https://t.co/AX0tfsRjYw",0,0,Aniretac8,"Roma, Lazio",False,[],"[{""text"": ""fantasanremo"", ""indices"": [47, 60]}, {""text"": ""Sanremo2023"", ""indices"": [62, 74]}]"
69,2023-02-12 21:46:26+00:00,1624887680507994112,"Fratelli e sorelle nell’amore, grazie a tuttettutti, davvero 💙

Ci vediamo al FantaEurovision.

#fantasanremo #fantasanremo2023 #Sanremo2023 https://t.co/WDYH1uDfFO",1,0,marco4pres,"Porto Sant'Elpidio, Marche",False,[],"[{""text"": ""fantasanremo"", ""indices"": [96, 109]}]"
70,2023-02-12 21:46:08+00:00,1624887604041682945,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,mari8___,,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
71,2023-02-12 21:45:38+00:00,1624887479760306177,in una lega del #fantasanremo sono arrivato 4º come ultimo pd,0,0,bylprod,Milano,False,[],"[{""text"": ""fantasanremo"", ""indices"": [16, 29]}]"
72,2023-02-12 21:45:34+00:00,1624887461607342082,MINIMO SFORZO MASSIMA RESA #fantasanremo #Sanremo2023 https://t.co/Joez416R7k,1,0,comunqueeandare,,False,[],"[{""text"": ""fantasanremo"", ""indices"": [27, 40]}, {""text"": ""Sanremo2023"", ""indices"": [41, 53]}]"
73,2023-02-12 21:45:21+00:00,1624887408406761474,"RT @_LaChicca__: Il messaggio del capitano si ascolta con la mano sul cuore. 

#fantasanremo2023 #fantasanremo #sanremo2023 https://t.co/GT…",0,30,ndrwsctt,she/her • 22 • fanacc,False,"[{""screen_name"": ""_LaChicca__"", ""name"": ""Chiara\ud83c\udf3b\u2022\u2615\ufe0f\ud83c\udf4b| mengini\ud83d\udc90"", ""id"": 1177263949, ""id_str"": ""1177263949"", ""indices"": [3, 15]}]","[{""text"": ""fantasanremo2023"", ""indices"": [79, 96]}, {""text"": ""fantasanremo"", ""indices"": [97, 110]}, {""text"": ""sanremo2023"", ""indices"": [111, 123]}]"
