,date,id,text,like,n_rt,author,location,retweeted,user_mentions,hastags
10,2023-02-12 21:01:11+00:00,1624876293983444996,RT @Manuel_Real_Off: Muoio #dietrofestival #Sanremo2023 https://t.co/zq8JfRt5bK,0,5,Chiara200212,Italia,False,"[{""screen_name"": ""Manuel_Real_Off"", ""name"": ""MANUEL \u24c2\ufe0f"", ""id"": 2347675929, ""id_str"": ""2347675929"", ""indices"": [3, 19]}]","[{""text"": ""dietrofestival"", ""indices"": [27, 42]}, {""text"": ""Sanremo2023"", ""indices"": [43, 55]}]"
11,2023-02-12 21:01:11+00:00,1624876293186519040,"RT @officialmaz: Onestamente, non invidio ai Millennial #RosaChemical.
Noi Boomer abbiamo avuto Freddie Mercury, Bowie, i Kiss, Boy George,…",0,203,Leviack88____,,False,"[{""screen_name"": ""officialmaz"", ""name"": ""Marco Mazzocchi No War"", ""id"": 1343834791, ""id_str"": ""1343834791"", ""indices"": [3, 15]}]","[{""text"": ""RosaChemical"", ""indices"": [56, 69]}]"
12,2023-02-12 21:01:11+00:00,1624876292947562496,RT @chinonvivespia: ANSIA LIVELLO: GIORGIA PRIMA DI ESIBIRSI #dietrofestival #Sanremo2023 https://t.co/zuaIjPnDiB,0,14,rossella_destro,,False,"[{""screen_name"": ""chinonvivespia"", ""name"": ""\u06df"", ""id"": 1379753183745040388, ""id_str"": ""1379753183745040388"", ""indices"": [3, 18]}]","[{""text"": ""dietrofestival"", ""indices"": [61, 76]}, {""text"": ""Sanremo2023"", ""indices"": [77, 89]}]"
13,2023-02-12 21:01:11+00:00,1624876291756359681,Questo momento ❤️ #Sanremo2023 #Lazza #MarcoMengoni https://t.co/i48wJZ9ynb,0,0,nodramaheree,italy,False,[],"[{""text"": ""Sanremo2023"", ""indices"": [18, 30]}, {""text"": ""Lazza"", ""indices"": [31, 37]}, {""text"": ""MarcoMengoni"", ""indices"": [38, 51]}]"
14,2023-02-12 21:01:10+00:00,1624876289701171200,RT @Simone_978_: Uno che simula un amplesso sulla Rai in prima serata quello è frutto di sostanze stupefacenti non è frutto di una battagli…,0,1,MariaLu91149151,", Emilia Romagna",False,"[{""screen_name"": ""Simone_978_"", ""name"": ""simone"", ""id"": 375479971, ""id_str"": ""375479971"", ""indices"": [3, 15]}]",[]
15,2023-02-12 21:01:10+00:00,1624876288644157441,"RT @marrmat: QUESTA INTERAZIONE ⚰️

#Sanremo2023 
#DietroFestival https://t.co/du2II8ag2W",0,41,nodramaheree,italy,False,"[{""screen_name"": ""marrmat"", ""name"": ""mara | sanremo era \ud83d\udc90"", ""id"": 474058752, ""id_str"": ""474058752"", ""indices"": [3, 11]}]","[{""text"": ""Sanremo2023"", ""indices"": [36, 48]}, {""text"": ""DietroFestival"", ""indices"": [50, 65]}]"
16,2023-02-12 21:01:09+00:00,1624876285401890816,RT @fdragoni: Nel nome della libertà di espressione sono arrivati a sdoganare la sottomerda a #sanremo2023. Manca solo la pedopornografia a…,0,138,mlpedo,,False,"[{""screen_name"": ""fdragoni"", ""name"": ""Fabio Dragoni"", ""id"": 51759517, ""id_str"": ""51759517"", ""indices"": [3, 12]}]","[{""text"": ""sanremo2023"", ""indices"": [94, 106]}]"
17,2023-02-12 21:01:09+00:00,1624876284395376647,"RT @mrtnarss: il vero incubo di Sanremo 2023
#Sanremo2023  #dietrofestival https://t.co/TyhCxNMOsI",0,18,varivarvar,,False,"[{""screen_name"": ""mrtnarss"", ""name"": ""tina"", ""id"": 1240543063510056961, ""id_str"": ""1240543063510056961"", ""indices"": [3, 12]}]","[{""text"": ""Sanremo2023"", ""indices"": [45, 57]}, {""text"": ""dietrofestival"", ""indices"": [59, 74]}]"
18,2023-02-12 21:01:09+00:00,1624876282654720001,RT @aleferaz: QUESTA ICONA DI LAZZA CHE HA AVUTO PROBLEMI TECNICI MA HA CANTATO LO STESSO SENZA BASE COL PUBBLICO #DomenicaIn #Sanremo2023…,0,1281,ValeriaMoschet,Bologna,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""DomenicaIn"", ""indices"": [114, 125]}, {""text"": ""Sanremo2023"", ""indices"": [126, 138]}]"
19,2023-02-12 21:01:09+00:00,1624876281941590020,"RT @FraLauricella: 💐#Sanremo2023 

#tananai genio: riesce ad arrivare ultimo anche quest'anno, ma fra i finalisti. 

 🌺#FestivalDiSanremo20…",0,1,FraLauricella,Rome,False,"[{""screen_name"": ""FraLauricella"", ""name"": ""Francesco Lauricella"", ""id"": 50355977, ""id_str"": ""50355977"", ""indices"": [3, 17]}]","[{""text"": ""Sanremo2023"", ""indices"": [20, 32]}, {""text"": ""tananai"", ""indices"": [35, 43]}]"
20,2023-02-12 21:01:08+00:00,1624876279664107520,RT @zvccherofilato: mi fanno crepare sembrano i due dell’ultimo banco💀 #Sanremo2023 https://t.co/2AAx3t5sXT,0,207,Gio_r_gi,,False,"[{""screen_name"": ""zvccherofilato"", ""name"": ""marta\u2600\ufe0f | mengini\ud83d\udc90\ud83c\udf67"", ""id"": 1237724367045394437, ""id_str"": ""1237724367045394437"", ""indices"": [3, 18]}]","[{""text"": ""Sanremo2023"", ""indices"": [71, 83]}]"
21,2023-02-12 21:01:08+00:00,1624876279655723009,"RT @chetempochefa: ""Ronciglione è un paese che sente il carnevale tantissimo , quindi in queste settimane stavano facendo già festa...e ora…",0,37,mengoniistheway,,False,"[{""screen_name"": ""chetempochefa"", ""name"": ""Che Tempo Che Fa"", ""id"": 58748101, ""id_str"": ""58748101"", ""indices"": [3, 17]}]",[]
22,2023-02-12 21:01:08+00:00,1624876278112219136,RT @nonelarena: #NonelArena Cominciamo la puntata con le polemiche sul Festival di #Sanremo2023 dopo il bacio tra #Fedez e #RosaChemical du…,0,1,DavideRTramonta,Tra Sicilia e Piemonte ,False,"[{""screen_name"": ""nonelarena"", ""name"": ""Non \u00e8 l'Arena"", ""id"": 925297534607773696, ""id_str"": ""925297534607773696"", ""indices"": [3, 14]}]","[{""text"": ""NonelArena"", ""indices"": [16, 27]}, {""text"": ""Sanremo2023"", ""indices"": [83, 95]}, {""text"": ""Fedez"", ""indices"": [114, 120]}, {""text"": ""RosaChemical"", ""indices"": [123, 136]}]"
23,2023-02-12 21:01:08+00:00,1624876277990563853,"RT @marrmat: Marco Mengoni             Io con 2 ore
con 2 ore di                    di sonno: 
sonno: 

#CTCF
#Sanremo2023 https://t.co/sBP…",0,2,itstea__,,False,"[{""screen_name"": ""marrmat"", ""name"": ""mara | sanremo era \ud83d\udc90"", ""id"": 474058752, ""id_str"": ""474058752"", ""indices"": [3, 11]}]","[{""text"": ""CTCF"", ""indices"": [104, 109]}, {""text"": ""Sanremo2023"", ""indices"": [110, 122]}]"
24,2023-02-12 21:01:07+00:00,1624876277659324416,"RT @crisicolmondo: ""il mio primo festival ha fatto Rumore,
il secondo ha fatto stare Zitti e Buoni,
il terzo è stato da Brividi,
il quarto…",0,1060,soloversacexme,"Vicenza, Veneto, Italy",False,"[{""screen_name"": ""crisicolmondo"", ""name"": ""ggggg\ud83d\udc1d;"", ""id"": 1551658234750156800, ""id_str"": ""1551658234750156800"", ""indices"": [3, 17]}]",[]
25,2023-02-12 21:01:07+00:00,1624876275557859331,RT @Cinguetterai: I Cugini di Campagna mentre Blanco sfascia la scenografia: “Oh ma che sta a fà? Gli è partito l’audio e sta a sfascià tut…,0,131,graxstyles,Asgard ,False,"[{""screen_name"": ""Cinguetterai"", ""name"": ""Cinguetterai \uea00"", ""id"": 3024638457, ""id_str"": ""3024638457"", ""indices"": [3, 16]}]",[]
26,2023-02-12 21:01:05+00:00,1624876268440236032,RT @aleferaz: “io c’ho un sonno che sto a morì poi ho notato che sono tutti giovani sono l’unico vecchio rimasto” QUESTA ICONA DI MARCO MEN…,0,255,sabrina_bulla,Friuli Venezia Giulia,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]",[]
27,2023-02-12 21:01:05+00:00,1624876268435939329,"RT @hans_yoso: La Classe ,l'Eleganza,il Talento,la Maestria. #CTCF
#MarcoMengoni 
#Sanremo2023 https://t.co/PhutTduLyJ",0,1,viviru_vl,,False,"[{""screen_name"": ""hans_yoso"", ""name"": ""Hans Yoso"", ""id"": 1487817903986683905, ""id_str"": ""1487817903986683905"", ""indices"": [3, 13]}]","[{""text"": ""CTCF"", ""indices"": [61, 66]}, {""text"": ""MarcoMengoni"", ""indices"": [67, 80]}, {""text"": ""Sanremo2023"", ""indices"": [82, 94]}]"
28,2023-02-12 21:01:05+00:00,1624876268364738561,"RT @_gryffindorteam: Le nonne avevano Vittorio Gassmann 
Le mamme hanno Alessandro Gassmann 
Le figlie hanno Leo Gassmann. 
Passano le gene…",0,281,seuraaunelmiasi,"Bergamo, Lombardia",False,"[{""screen_name"": ""_gryffindorteam"", ""name"": ""Nicole \ud83d\udc90- Fan account"", ""id"": 1098207976165425152, ""id_str"": ""1098207976165425152"", ""indices"": [3, 19]}]",[]
29,2023-02-12 21:01:05+00:00,1624876267911749637,"RT @atrattihater: LE MIE ORE DI SONNO IN QUESTI ULTIMI DUE GIORNI TRA SANREMO, AMICI E LE 6 PUNTATE DI MARE FUORI:

#Sanremo2023 #amici22 #…",0,9,Alice52405774,"Liguria, Italia",False,"[{""screen_name"": ""atrattihater"", ""name"": ""aurora"", ""id"": 1314718276480577543, ""id_str"": ""1314718276480577543"", ""indices"": [3, 16]}]","[{""text"": ""Sanremo2023"", ""indices"": [116, 128]}, {""text"": ""amici22"", ""indices"": [129, 137]}]"
30,2023-02-12 21:01:05+00:00,1624876267840438274,"RT @smiletiziano1: Ora che questo Festival è finito, è giunto il momento di dedicare un thread a colui che ci ha regalato emozioni: José Se…",0,584,allonsydearie,Death Star | she/her,False,"[{""screen_name"": ""smiletiziano1"", ""name"": ""\ud835\udc46\ud835\udc4e\ud835\udc5f\ud835\udc4e.\ud83c\udf39\ud835\udc06\ud835\udc2b\ud835\udc1e\ud835\udc20 \ud835\udc0f\ud835\udc1a\ud835\udc25\ud835\udc2d \ud835\udc2c\ud835\udc2e\ud835\udc29\ud835\udc2b\ud835\udc1e\ud835\udc26\ud835\udc1a\ud835\udc1c\ud835\udc32 \ud83d\udc51"", ""id"": 1412352849997189127, ""id_str"": ""1412352849997189127"", ""indices"": [3, 17]}]",[]
31,2023-02-12 21:01:05+00:00,1624876267081199616,"RT @candIeinthwind: ""Secondo voi per il Fanta Sanremo vale questo come luccicoso?"" 

LDA dietro le quinte che si preoccupava solo per il Fa…",0,12,siateliberi_,sicilia,False,"[{""screen_name"": ""candIeinthwind"", ""name"": ""peularis \ud83d\udc90"", ""id"": 1424652019978149890, ""id_str"": ""1424652019978149890"", ""indices"": [3, 18]}]",[]
32,2023-02-12 21:01:05+00:00,1624876266737356812,"RT @jacopocoghe: Comunque, per la cronaca, circa 50 milioni di italiani NON vedono #Sanremo2023 

Alla maggiornza del Paese non interessa f…",0,161,DAMICOGino,"Matera, Basilicata",False,"[{""screen_name"": ""jacopocoghe"", ""name"": ""Jacopo Coghe"", ""id"": 3124736901, ""id_str"": ""3124736901"", ""indices"": [3, 15]}]","[{""text"": ""Sanremo2023"", ""indices"": [83, 95]}]"
33,2023-02-12 21:01:05+00:00,1624876266577952768,RT @fdragoni: Nel nome della libertà di espressione sono arrivati a sdoganare la sottomerda a #sanremo2023. Manca solo la pedopornografia a…,0,138,Bettabetta59,,False,"[{""screen_name"": ""fdragoni"", ""name"": ""Fabio Dragoni"", ""id"": 51759517, ""id_str"": ""51759517"", ""indices"": [3, 12]}]","[{""text"": ""sanremo2023"", ""indices"": [94, 106]}]"
34,2023-02-12 21:01:04+00:00,1624876264963076097,"RT @efdiegi_: Il mio l'ho fatto, vi saluto e vi sbatto tutti in carcere
#sanremo2023 https://t.co/NuinvuBu4T",0,25,GiuseppeD_An,,False,"[{""screen_name"": ""efdiegi_"", ""name"": ""FD"", ""id"": 412347479, ""id_str"": ""412347479"", ""indices"": [3, 12]}]","[{""text"": ""sanremo2023"", ""indices"": [72, 84]}]"
35,2023-02-12 21:01:04+00:00,1624876262169759745,RT @aleferaz: alberto tananai che reagisce ai complimenti con “devo rivedermi non credo a niente” ma lo vedete 😭😭😭 #Dietrofestival #Sanremo…,0,128,lallieva4,,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""Dietrofestival"", ""indices"": [115, 130]}]"
36,2023-02-12 21:01:03+00:00,1624876260907270145,"RT @Cinguetterai: Il gobbista che manomette il gobbo di Ultimo ed Eros

#Sanremo2023 #DietroFestival https://t.co/Cr3yEnzOSi",0,125,giohst,in san francisco with niall ,False,"[{""screen_name"": ""Cinguetterai"", ""name"": ""Cinguetterai \uea00"", ""id"": 3024638457, ""id_str"": ""3024638457"", ""indices"": [3, 16]}]","[{""text"": ""Sanremo2023"", ""indices"": [72, 84]}, {""text"": ""DietroFestival"", ""indices"": [85, 100]}]"
37,2023-02-12 21:01:03+00:00,1624876260378783745,RT @aleferaz: alberto tananai che reagisce ai complimenti con “devo rivedermi non credo a niente” ma lo vedete 😭😭😭 #Dietrofestival #Sanremo…,0,128,im_cree_,Moon🌙,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""Dietrofestival"", ""indices"": [115, 130]}]"
38,2023-02-12 21:01:03+00:00,1624876259628003328,"RT @s0ftjake: avevo bisogno del dietro le quinte di elisa e giorgia 
#Sanremo2023 #dietrofestival https://t.co/dRcorvyYxK",0,36,boostlovealways,Italia,False,"[{""screen_name"": ""s0ftjake"", ""name"": ""anna \ud83e\udda6\ud83c\udff3\ufe0f\u200d\ud83c\udf08\ud83c\udff4\u200d\u2620\ufe0f\ud83d\udc90"", ""id"": 888537089217900545, ""id_str"": ""888537089217900545"", ""indices"": [3, 12]}]","[{""text"": ""Sanremo2023"", ""indices"": [69, 81]}, {""text"": ""dietrofestival"", ""indices"": [82, 97]}]"
39,2023-02-12 21:01:03+00:00,1624876258675904513,RT @aleferaz: comunque questo momento &gt;&gt;&gt;&gt; #Sanremo2023 https://t.co/JjsVlZPIhl,0,719,mary_dreamers,"h l n z l, b & f",False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""Sanremo2023"", ""indices"": [55, 67]}]"
40,2023-02-12 21:01:03+00:00,1624876257451163651,"RT @chetempochefa: ""Ronciglione è un paese che sente il carnevale tantissimo , quindi in queste settimane stavano facendo già festa...e ora…",0,37,Dany_Mengons,,False,"[{""screen_name"": ""chetempochefa"", ""name"": ""Che Tempo Che Fa"", ""id"": 58748101, ""id_str"": ""58748101"", ""indices"": [3, 17]}]",[]
41,2023-02-12 21:01:02+00:00,1624876255093960704,RT @aleferaz: IL BLANCO GATE VISTO DAI CUGINI DI CAMPAGNA 💀💀💀 #Dietrofestival #Sanremo2023 https://t.co/Jw8VCX8TOe,0,610,itscrii__,"Campania, Italia",False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""Dietrofestival"", ""indices"": [62, 77]}, {""text"": ""Sanremo2023"", ""indices"": [78, 90]}]"
42,2023-02-12 21:01:02+00:00,1624876255085568001,"RT @chetempochefa: ""Ronciglione è un paese che sente il carnevale tantissimo , quindi in queste settimane stavano facendo già festa...e ora…",0,37,Tizianabarile3,"Serravalle Sesia, Piemonte",False,"[{""screen_name"": ""chetempochefa"", ""name"": ""Che Tempo Che Fa"", ""id"": 58748101, ""id_str"": ""58748101"", ""indices"": [3, 17]}]",[]
43,2023-02-12 21:01:02+00:00,1624876253739118594,"Comunque il gobbo c'è sempre stato, infatti a una certa entrambi hanno guardato nella stessa direzione in lontananza 💀
#Sanremo2023",0,0,vanillanera,Comfort zone ,False,[],"[{""text"": ""Sanremo2023"", ""indices"": [119, 131]}]"
44,2023-02-12 21:01:02+00:00,1624876252812148736,"RT @FraLauricella: 💐#Sanremo2023 

Sono solo canzonette?
#Tananai è il vero vincitore di questo #festival: ha dato una grande lezione a tan…",0,1,FraLauricella,Rome,False,"[{""screen_name"": ""FraLauricella"", ""name"": ""Francesco Lauricella"", ""id"": 50355977, ""id_str"": ""50355977"", ""indices"": [3, 17]}]","[{""text"": ""Sanremo2023"", ""indices"": [20, 32]}, {""text"": ""Tananai"", ""indices"": [57, 65]}, {""text"": ""festival"", ""indices"": [96, 105]}]"
45,2023-02-12 21:01:02+00:00,1624876252657029120,RT @aleferaz: i problemi con gli in ear di sangiovanni e la musica di tensione in sottofondo TARANTINO STA TREMANDO VI DICO #Dietrofestival…,0,183,_Chiara_23,,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]","[{""text"": ""Dietrofestival"", ""indices"": [124, 139]}]"
46,2023-02-12 21:01:01+00:00,1624876249838387200,"Solo poco fa ho realizzato che le persone hanno potuto sentire questo acuto per 5 sere dal vivo e io onestamente provo tanta tanta invidia per questo.

#Sanremo2023 #MengoniSanremo2023 https://t.co/j2eFXxNB8n",0,0,lilacpeony_,Moonlight,False,[],[]
47,2023-02-12 21:01:00+00:00,1624876247925792768,"RT @verobicchiere: un applauso a chi ha avuto la geniale idea di creare un programma che ci portasse dietro le quinte 

#Sanremo2023 #dietr…",0,40,Movrpheus,ACTUALLY SU TWITTER DAL 2013,False,"[{""screen_name"": ""verobicchiere"", ""name"": ""vero \ud83d\udc90\ud83c\udfa4"", ""id"": 1281228754178781186, ""id_str"": ""1281228754178781186"", ""indices"": [3, 17]}]","[{""text"": ""Sanremo2023"", ""indices"": [120, 132]}]"
48,2023-02-12 21:01:00+00:00,1624876246634057732,RT @mementojeon: NO VABBÈ LUI CHE INIZIALMENTE FA I COMPLIMENTI A BLANCO POI QUANDO DISTRUGGE TUTTO LO CHIAMA PAZZO È PER QUESTO CHE PAGO I…,0,13,Sara00061798,,False,"[{""screen_name"": ""mementojeon"", ""name"": ""ree \u272a sanremo era"", ""id"": 1032639085947625472, ""id_str"": ""1032639085947625472"", ""indices"": [3, 15]}]",[]
49,2023-02-12 21:01:00+00:00,1624876246420058112,RT @mengonianalytic: Marco Mengoni oltre ad aver vinto il Festival di Sanremo è anche l’artista che ha fatto guadagnare più punti al FantaS…,0,4,sabrina_bulla,Friuli Venezia Giulia,False,"[{""screen_name"": ""mengonianalytic"", ""name"": ""Mengoni Updates"", ""id"": 1545439647450513409, ""id_str"": ""1545439647450513409"", ""indices"": [3, 19]}]",[]
50,2023-02-12 21:00:59+00:00,1624876240954949636,"RT @efdiegi_: -Ci accenni Come saprei?
+ Sí ok ma la faccio bassa

Come saprei fatta di merda secondo Giorgia:
#DomenicaIn 
#Sanremo2023 ht…",0,738,Unpuntorosa91,,False,"[{""screen_name"": ""efdiegi_"", ""name"": ""FD"", ""id"": 412347479, ""id_str"": ""412347479"", ""indices"": [3, 12]}]","[{""text"": ""DomenicaIn"", ""indices"": [111, 122]}, {""text"": ""Sanremo2023"", ""indices"": [124, 136]}]"
51,2023-02-12 21:00:59+00:00,1624876240032202754,"RT @CardRavasi: Siamo i soli svegli in tutto l’universo
a gridare un po’ di rabbia sopra un tetto,
che nessuno si sente così,
che nessuno l…",0,49,GiancaSagramola,,False,"[{""screen_name"": ""CardRavasi"", ""name"": ""Gianfranco Ravasi"", ""id"": 313885927, ""id_str"": ""313885927"", ""indices"": [3, 14]}]",[]
52,2023-02-12 21:00:58+00:00,1624876239361044481,"RT @smiletiziano1: Ora che questo Festival è finito, è giunto il momento di dedicare un thread a colui che ci ha regalato emozioni: José Se…",0,584,sunooxwrld,,False,"[{""screen_name"": ""smiletiziano1"", ""name"": ""\ud835\udc46\ud835\udc4e\ud835\udc5f\ud835\udc4e.\ud83c\udf39\ud835\udc06\ud835\udc2b\ud835\udc1e\ud835\udc20 \ud835\udc0f\ud835\udc1a\ud835\udc25\ud835\udc2d \ud835\udc2c\ud835\udc2e\ud835\udc29\ud835\udc2b\ud835\udc1e\ud835\udc26\ud835\udc1a\ud835\udc1c\ud835\udc32 \ud83d\udc51"", ""id"": 1412352849997189127, ""id_str"": ""1412352849997189127"", ""indices"": [3, 17]}]",[]
53,2023-02-12 21:00:58+00:00,1624876238429999105,"non Eros che voleva il gobbo per cantare le sue canzoni 💀

#Sanremo2023 https://t.co/9FciYy0EmB",0,0,karevismysunn,,False,[],"[{""text"": ""Sanremo2023"", ""indices"": [59, 71]}]"
54,2023-02-12 21:00:58+00:00,1624876237154811904,"RT @italbguy: ""Piacere mio anche se è una gabbia di matti questa qui""
STO MALEEEEE
#Sanremo2023 https://t.co/buElkPw9jF",0,105,rosahargreeves,"Napoli, Campania",False,"[{""screen_name"": ""italbguy"", ""name"": ""eric\u2074"", ""id"": 1309858477, ""id_str"": ""1309858477"", ""indices"": [3, 12]}]","[{""text"": ""Sanremo2023"", ""indices"": [83, 95]}]"
55,2023-02-12 21:00:57+00:00,1624876232939536389,RT @aleferaz: “io c’ho un sonno che sto a morì poi ho notato che sono tutti giovani sono l’unico vecchio rimasto” QUESTA ICONA DI MARCO MEN…,0,255,LuciaFerraroEM,,False,"[{""screen_name"": ""aleferaz"", ""name"": ""venere di twitta \ud83d\udc90"", ""id"": 1423688966394556423, ""id_str"": ""1423688966394556423"", ""indices"": [3, 12]}]",[]
